lemma:id	cchead:id	that	sentence
see:5	shine:12	1	 As they approached I saw that my father’s face was shining with pride, and his bearing had in it a new hauteur, like that of the old island kings.

hear:10	whisper:13	0	 As he dismounted in front of the house I heard my mother whispering: “Protect us, God with the Black-and-White Tail, from that which is not of this earth.”

think:2	catch:4	0	 I thought I caught an odor off him, of fish, sea-sickness and sweat.

hear:2	orchestrate:5	1	 I heard that they orchestrated the largest people evacuation to a natural disaster in Indian history.

say:15	get:22	0	 And, everyone, all of our friends and all of our acquaintances would say, "Hey, you'd get along with him really well."

tell:4	play:22	1	 Mr. Tedeschi also told the court that, over the last five months of her life, "Gloria's eczema played a devastating role in her overall health and it is asserted by the Crown that both her parents knew this and discussed it with each other."

say:13	declare:33	1	 Speaking in the parents' defense, Tom Molomby, SC, said that, as the parents came from India, where homeopathy is in common use, they should be declared not guilty due to cultural differences.

say:17	deficient:14	0	 Almost half of all Australian primary school children are mild to moderately iodine deficient, researchers say.

reveal:13	get:17	0	 A new study documenting iodine nutritional status in Australian school children has revealed many are not getting enough iodine - which can lead to mental and growth retardation.

say:5	issue:13	0	 The report's authors say iodine deficiency is "the sleeper health issue in Australia", and potentially a very serious one.

reveal:20	deficient:29	1	 The results of the Australian National Iodine Nutrition Study published in the Medical Journal of Australia this week, revealed that children in mainland Australia are borderline iodine deficient.

say:2	method:14	0	 They say adding the mineral to salt is the simplest and most effective method of preventing iodine deficiency disorders.

say:3	confirm:6	0	 The authors say the results confirm the existence of inadequate iodine intake in the Australian population.

say:26	crucial:29	0	 Professor Cres Eastman, Director of the National Iodine Nutrition study, and Chairman of the Australian Centre for Control of Iodine Deficiency Disorders, says it is crucial that children and pregnant women in particular have an adequate intake of iodine.

say:3	remedy:7	0	 Professor Eastman says manufacturers could easily remedy the situation by using iodised salt in their products in line with the United States and most European countries.

say:46	suspect:3	0	 "I suspect they won't do that on a voluntary basis, we've tried so far and haven't succeeded, so we've convinced the Food Standards of Australia and New Zealand | that all salt should be iodised," he said.

say:3	appear:9	0	 The report says the decline in iodine intake appears to be due to changes in the dairy industry, where chlorine-containing sanitisers have replaced iodine-containing sanitisers.

state:3	use:10	1	 The report states that few if any food manufacturers use iodised salt in the preparation and manufacture of foods.

say:3	add:6	0	 Professor Eastman says iodine is added to only 10 per cent of Australian salt in contravention of a World Health Organisation recommendation that all salt be iodised.

say:2	react:5	0	 He says authorities are reacting slowly to his urgent calls for mandatory iodised salt.

say:71	get:13	0	 So if we go to the pregnant woman, she doesn't get enough iodine, she won't make enough thyroid hormone, and the foetus won't get the amount of thyroid hormone it needs for adequate and proper development of the brain, so you'll then see consequences being loss of IQ, learning difficulties, hearing difficulties and other neurological problems," Professor Eastman said.

see:51	loss:54	0	 So if we go to the pregnant woman, she doesn't get enough iodine, she won't make enough thyroid hormone, and the foetus won't get the amount of thyroid hormone it needs for adequate and proper development of the brain, so you'll then see consequences being loss of IQ, learning difficulties, hearing difficulties and other neurological problems," Professor Eastman said.

recommend:8	iodise:13	1	 The World Health Organisation (WHO) recommends that every country should iodise all edible salt.

say:2	cause:16	0	 WHO say Iodine deficiency is the world’s most prevalent, yet easily preventable, cause of brain damage.

say:3	alarm:6	0	 Professor Eastman said he is alarmed by what they found.

say:31	alarm:3	0	 So that alarms me, because there's quite serious potential for adverse effects and brain damage in the next generation of children born in this country," he said.

say:10	look:13	0	 Lydia Buchtmann for Food Standards Australia New Zealand, says they are looking at mandatory guidelines on iodine by the end of the year.

say:2	complicated:6	0	 She says the issue is complicated and will take time to get right.

make sure:6	be:8	0	 We need to "make sure there's sufficient iodine added into the food supply, to help those people with a deficiency.

say:58	get:11	0	 But at the other end of the scale we've got to make sure the people who eat a lot of food - we all know the teenage boy who comes home from school and eats a whole loaf of bread - that those people don't get too much and get overdose," Ms Bauchtman said.

make sure:14	get:48	1	 But at the other end of the scale we've got to make sure the people who eat a lot of food - we all know the teenage boy who comes home from school and eats a whole loaf of bread - that those people don't get too much and get overdose," Ms Bauchtman said.

say:17	reasonable:21	0	 Senior researcher Mu Li, of the University of NSW's school of public health, said "it is reasonable to assume that pregnant women and breastfeeding mothers are also iodine deficient, putting the next generation of children born in this country at risk of the neuropsychological consequences of iodine deficiency."

assume:23	deficient:33	1	 Senior researcher Mu Li, of the University of NSW's school of public health, said "it is reasonable to assume that pregnant women and breastfeeding mothers are also iodine deficient, putting the next generation of children born in this country at risk of the neuropsychological consequences of iodine deficiency."

write:29	come:34	0	 The Senator from Alaska, in explaining her decision to vote to block witnesses and evidence, tried to deflect responsibility from the consequences of her actions, writing: "I have come to the conclusion that there will be no fair trial in the Senate."

say:3	sad:8	0	 She further said: "It is sad for me today to admit that, as an institution, the Congress has failed."

know:13	slim:18	1	 I am often asked why the House passed Articles of Impeachment even knowing that the odds were slim that Senate Republicans would set aside partisanship and hear the case as impartial jurors.

know:5	look:9	0	 It is because I know future generations will look back on this chapter in our history and ask:

see:20	refuse:24	1	 Essentially, what we said was there was probable cause that powers had been abused and certainly cause to see that the President refused to cooperate with the constitutional responsibilities of the House of Representatives.

think:30	unique:32	0	 The orderly transfer of authority as called for in the Constitution routinely takes place, as it has for almost two centuries, and few of us stop to think how unique we really are.

know:10	do:14	0	 Mr. President, I want our fellow citizens to know how much you did to carry on this tradition.

show:12	people:21	1	 By your gracious cooperation in the transition process, you have shown a watching world that we are a united people pledged to maintaining a political system which guarantees individual liberty to a greater degree than any other, and I thank you and your people for all your help in maintaining the continuity which is the bulwark of our Republic.

think:7	bind:18	1	 Why, then, should we think that collectively, as a nation, we're not bound by that same limitation?

believe:10	become:14	1	 From time to time we've been tempted to believe that society has become too complex to be managed by self-rule, that government by an elite group is superior to government for, by, and of the people.

mean:6	put:7	0	 Putting America back to work means putting all Americans back to work.

mean:3	free:4	0	 Ending inflation means freeing all Americans from the terror of runaway living costs.

think:31	be:35	1	 However, in representative governments like the United States, minority rights are protected: people cannot be deprived of certain rights even if an overwhelming number of people think that they should be.

say:6	decide:9	0	 For example, let’s say American society decided that atheists, people who do not believe that God exists, were evil and should be imprisoned or expelled from the country.

believe:17	exist:20	1	 For example, let’s say American society decided that atheists, people who do not believe that God exists, were evil and should be imprisoned or expelled from the country.

decide:9	evil:23	1	 For example, let’s say American society decided that atheists, people who do not believe that God exists, were evil and should be imprisoned or expelled from the country.

notice:9	make:15	1	 In his observations of pin factories, Smith noticed that one worker alone might make 20 pins in a day, but that a small business of 10 workers (some of whom would need to complete two or three of the 18 tasks involved with pin-making), could make 48,000 pins in a day.

mean:15	decline:36	1	 Third, specialization allows businesses to take advantage of economies of scale, which means that for many goods, as the level of production increases, the average cost of producing each individual unit declines.

think:2	make:6	1	 I thought that I would make sort of like more of an informative video because I could just like post a vlog, but um the footage was like so random, and all over the place.

recommend:7	do:9	0	 So the first thing that I recommend you do in Portland is not actually in Portland at all.

say:5	bookstore:15	0	 And I want to say it's like the the biggest like Indie Indie bookstore in America.

think:36	awesome:41	0	 So if you're looking for a book and you're wondering like – oh I wonder if I could get this used, like it's usually right next to it, which I thought was just like so awesome.

know:18	come:22	0	 But um I will go on a good hike from now and again so just like you know where I'm coming from.

know:5	Park:13	0	 I actually don't know if they're like technically in Forest Park but they're right in the same area.

say:14	worth:19	1	 Then the Japanese gardens you do have to pay for but I will say that it was definitely worth it.

learn:41	what:42	0	 I did wear my bird shirt – It's a pretty good bird shirt, I got a compliment on it – which I didn't say this earlier, but I bought this at the Audubon Society which I learned what that was.

know:4	what:5	0	 I didn't know what that was but it's um a society for um like bird watching and bird care and um they had a shirt that said bird nerd on it so I bought it because I thought it was funny.

think:40	funny:43	0	 I didn't know what that was but it's um a society for um like bird watching and bird care and um they had a shirt that said bird nerd on it so I bought it because I thought it was funny.

make sure:55	be:57	0	 What we do is we mark it under our cameras and then the patient will go up to the OR, have the melanoma, a wide excision of the melanoma, and then they will try to find the lymph node that we marked and take that one out as well to make sure there's no metastasis.

think:11	drop:15	0	 I have no idea what it says, but I think they're cough drops, so if anybody knows what this says let me know.

be sure:5	drop:10	0	 But I'm pretty sure it's just cough drops with some vitamin C in it.

think:10	drop:15	0	 She spoke a little bit of English and I think those are actually cough drops, so, that's the only reason I'm still eating them today.

tell:3	side:14	0	 You can tell by my voice it's a little on the sore side today so hopefully I get better because, I haven't told you guys yet, but I'm going somewhere this weekend and it's gonna be fun.

hope:9	mind:14	0	 But yeah that's pretty much it, hope you guys don't mind this kind of like random vlog that I'm doing, but I just wanted to show you guys kind of loosely like how a week is and the life of a radiology resident.

show:31	how:38	0	 But yeah that's pretty much it, hope you guys don't mind this kind of like random vlog that I'm doing, but I just wanted to show you guys kind of loosely like how a week is and the life of a radiology resident.

say:3	unify:11	1	 The legend says that the King of Athens, Theseus unified the ten tribes of early Athens into one kingdom (c. 1230 BC).

make sure:2	target:6	0	 Make sure it’s a target your audience will be interested in and something they’re likely willing to laugh at. [2]

mean:19	have:21	0	 For your joke to be funny, it has to surprise the audience in some way, which means it has to seem original or new.

wish:16	use:20	0	 The straps on adults’ overalls often get so twisted during the wash that one wishes she had just used an old fashioned washboard instead.

make sure:16	come:20	0	 Take the 20 seconds to use a couple twist ties on the fasteners to make sure they don’t come loose.

make sure:2	empty:7	0	 Make sure all the pockets are empty.

mention:21	out:23	0	 The straps wear out fastest around the adjusters over the course of numerous wash and dry cycles (not to mention being out in the elements if they are work clothes).

report:27	report:34	1	 At least one prior study by Kessler and colleagues [15], however, using measures of perceived discrimination in a large American sample, reported that approximately 33% of respondents reported some form of discrimination (see also, Gibbons et al. [4]).

indicate:4	discriminate:7	0	 All respondents who indicated they were discriminated against — specifically, those who responded with sometimes or often to the perceived discrimination measure described above — were asked the following question:

think:5	what:2	0	 “What do you think was the main reason for these experiences?”

give:25	take:30	0	 The p-value associated with the design-based F is thus more accurate (than the associated with the χ2 statistic) given the adjustments and calculations take into account the weighted nature of the data.

mean:6	way:11	0	 Well I don't necessarily mean, in a bad way, even though I'm sure there are a few there, I'm not dancing with guys.

be sure:17	be:19	0	 Well I don't necessarily mean, in a bad way, even though I'm sure there are a few there, I'm not dancing with guys.

remember:5	go:9	0	 But, but I remember, like I went there with this person, it's kind of funny.

think:3	waste:10	0	 I'm thinking, God these guys don't waste any time.

know:6	they:8	0	 I mean I don't know if they —

know:5	tell:11	0	 Well I don't know if I told you, told you that story about that woman, who uh, went after that guy there?

think:3	tell:5	0	 Oh I think you told me.

think:8	sit:13	0	 This is like — so I was thinking, this woman's sitting about as far away from me as Jamie is.

think:4	interesting:10	0	 And I was thinking, hm, this is interesting.

mean:2	think:7	0	 You mean, you were still thinking about it.

think:4	look:7	0	 And I was thinking, it looks like these people aren't going home alone tonight.

think:4	that:5	0	 But I just thought that —

be glad:10	open:13	1	 But a- anyway, um, I was so glad that he opened up on this disclosure bit.

say:13	appointee:19	0	 And you know, he must have been thinking, when he said he wasn't a political appointee, he must have been associating his relationship with Steitler.

say:2	love:5	0	 He said, I loved your hum- humor, uh, and I love you, but, I am not a political appointee.

say:3	oh:5	0	 And I said, Oh? How did you get on the board?

say:3	get:6	0	 Well he said, I got a letter from the governor, asking.

say:34	be:38	0	 The point was, I could have mentioned what was in the paper about him, that he was related and, you know, had business with Steitler, and I just said, and there's Doctor Duvall, you know?

say:3	alright:9	0	 And I said, well, I – alright.

say:2	apologize:6	0	 I said, I'll apologize next time, and I'm gonna make hay out of it, don't you worry.

learn:2	go:5	0	 I learned it just went down.

think:4	Barbara:7	0	 Well, I think it was Barbara that has some seeds.

think:2	you:3	0	 I think you – I think you gave him some herb of some kind.

think:6	give:8	0	 I think you – I think you gave him some herb of some kind.

notice:5	notice:7	0	 (A civic agent notices you noticing, and attaches itself to your infospace, whispering statistics —

say:6	airsurfer:3	0	 “Fucking airsurfers,” says Derya.

hear:7	scream:9	0	 Derya, of all people, hearing you scream!

say:9	funny:5	0	 “It’s not funny,” Derya says.

say:11	drive:3	0	 “Freeloaders drive systemic evolution,” you find yourself saying.

say:8	want:3	0	 “You want it?” she says.

see:16	remark:23	1	 When, a couple of weeks later we were invited over to his house we saw that this was not an idle remark.

say:3	sort:7	0	 But Dad says they’re a sort of collection, and too expensive for me to play with.”

suppose:2	strange:14	1	 I suppose that, in our own way, we were all collectively strange.

say:24	game:27	0	 It was vaguely uncomfortable, and appeared sufficiently disturbing that we all volunteered each other in turn until, at last, Andy said he was game.

imagine:7	fume:9	0	 Your nose filled with what you imagined were fumes from the warm paste.

think:14	come:18	0	 As the seal around your gums and teeth was pretty solid, you thought it would never come off, as the others giggled at your expressions and grimaces.

say:8	have:11	0	 It get even less exciting when he said we’d have to wait an hour while the plaster set real solid.

understand:2	oath:6	0	 I understood it was an Oath to ALL of our people.

know:8	want:10	0	 I volunteered for that program because I knew I wanted to be a Fighter Pilot and at the "Top of the Spear."

believe:5	be:7	0	 In those days I believed there was a difference in the parties.

understand:2	have:6	0	 I understand third party candidates have no success.

consider:12	run:13	0	 If you do not receive the Republican nomination, would you consider running as a third party candidate?

believe:2	responsibility:6	0	 I believe it is our responsibility to pass on the same opportunities to future generations that were promised to us.

note:7	favor:9	0	 On his campaign website, Sarvis notes he favors parental school choice through student vouchers, simplification of Virginia's Tax Code, US Second Amendment - gun - rights, same-sex marriage, and reform of the state's drug laws.

hear:6	speak:8	0	 Voters who meet me and hear me speak know that I am sincere, know that I understand the issues deeply and have workable solutions, and know that I stand on principle against cronyism and corporatism and in favor of the rule of law and the public interest.

know:9	sincere:13	1	 Voters who meet me and hear me speak know that I am sincere, know that I understand the issues deeply and have workable solutions, and know that I stand on principle against cronyism and corporatism and in favor of the rule of law and the public interest.

know:15	understand:18	1	 Voters who meet me and hear me speak know that I am sincere, know that I understand the issues deeply and have workable solutions, and know that I stand on principle against cronyism and corporatism and in favor of the rule of law and the public interest.

know:28	stand:31	1	 Voters who meet me and hear me speak know that I am sincere, know that I understand the issues deeply and have workable solutions, and know that I stand on principle against cronyism and corporatism and in favor of the rule of law and the public interest.

mean:29	possible:34	1	 Moreover, electing a third-party governor represents a repudiation of politics as usual, and the major party legislators will face changed constraints and incentives, meaning that much more is possible than many people assume, especially with strong leadership.

say:22	want:3	0	 "We want to thank all of the locations that expressed an interest in one of these national treasures," said Bolden to the gathered crowd which contained many KSC employees.

say:10	put:17	0	 In a statement, Governor of Washington Chris Gregoire said, "The Museum of Flight put a tremendous amount of effort into landing a retired shuttle in the Pacific Northwest.

say:6	apply:8	0	 Environment Canada spokesperson Julie Hahn said they apply to letters of complaint, criticism or injury, research or scientific notes and findings that don`t have any conclusion, and Treasury Board letters, agendas and minutes that don`t deal with subjects of national interest.

say:31	tell:4	0	 "I'm told two things: that it's neither classified nor secret and that it's stuff that could be available under access to information," Baird said.

tell:6	look:12	0	 Environment Canada spokeswoman Sujata Raisinghani told CBC News the department will look into the incident.

say:10	take:3	0	 "We take document security seriously," she said, but refused to give any more details about how the papers came to be on a road.

say:10	raise:15	0	 Paul Dewar, an Ottawa New Democrat MP, said the combined security lapses raise serious questions about the government's ability to secure sensitive documents.

say:2	complain:10	1	 Dewar says that bureaucrats of the Conservative government have complained to him about document security to the point that they can`t share the information with their own colleagues.

say:17	sensitive:22	0	 However, when a government document has been found on the streets, the government then says it wasn't particularly sensitive.

say:29	consume:6	0	 "This government is so consumed with control of information and secrecy yet they don't seem to be able to get the fundamentals right," Dewar said.

say:9	secret:7	0	 "Document found on street not secret, say feds" — The Canadian Press, August 15, 2008

report:3	condition:16	1	 I can report to the House that they are currently in a stable and improving condition at Auckland Hospital.

say:12	feasible:20	0	 However, the Director-General of the World Health Organization said, this morning, containment … is feasible and must remain the top priority for all countries.

be aware:7	be:10	1	 Of course, members will be aware that there are outbreaks in other regions as well.

decide:10	register:37	1	 So, as a further precaution, we have decided that anyone arriving in New Zealand who has been in northern Italy or South Korea who has been there in the last 14 days will be registered for self-isolation.

know:2	work:6	0	 We know self-isolation works.

believe:5	present:9	0	 Napoleon III of France believed the Civil War presented an opportunity for him to restore a French empire in the Americas.

hope:2	keep:13	0	 Southerners hoped Britain’s dependence on cotton for its textile mills would keep the country on their side.

know:2	something:5	0	 I know this is something that you guys have requested for a very long time, and after two and a half years of living here, I finally feel like I've made it my own and decorated it how I want, and I'm ready to show it to you guys.

know:23	proud:27	0	 I've recently changed it, and if you've been following my channel for a long time, then you'll know I'm really proud of how I color match the pictures on the wall over here with sort of the gray and yellow vibe, the gray and yellow cushions.

know:2	have:6	0	 I know London doesn't have that much light, but I'll take as much as I can, and there's also a small balcony out here, which is fairly rare for London.

think:2	show:5	0	 I thought I would show you guys kind of how I'm mapping this out, because it's a really good tip if you have like a lot to do.

know:3	have:5	0	 You guys know I have the white ones and I wear them all the time and these ones are just like black perforated Vans.

think:2	part:7	0	 I think it's like this part on the left foot because my foot feels super tight in only the left side, so something's up because they're both the right size but I don't know.

see:23	exchange:27	0	 I'm really proud of myself and now I'm about to go get some lunch, and go to DSW and see if I can exchange those Vans.

say:18	hi:19	0	 So while I was in the library one of you guys came up to me, and said hi.

say:16	hi:17	0	 But if you're watching this, hi thank you so much for coming and saying hi to me you actually made my whole day.

say:2	watch:4	0	 She said she watches my videos and loves them.

say:20	hi:21	0	 So if you do go to FGCU and you ever see me on campus, like feel free to say hi because you'll make my day.

say:15	have:19	0	 And then she had to scan and go get the shoes and then she said they didn't have the size.

say:12	be:14	0	 So I ended up having to order them, but she said there was no way to do a direct exchange.

say:14	see:18	1	 The waters of the islands are known for their clarity, it being said that you can see the bottom at 40 metres.

suggest:5	island:13	0	 Findings of Lapita pottery suggest that early-Polynesians were on these islands close to 3000 years ago.

ensure:34	have:37	1	 Growing Beavertail can be done at any time of year by scattering seeds in a shady bed or, for faster results, planting cuttings in a mix of soil and sand and ensuring that they have a bit of water and plenty of sun.

make sure:2	shade:10	1	 Make sure that the garden bed is in the shade.

be aware:2	take:9	1	 Be aware that growing Beavertail cactus from seeds takes much longer than growing one from a cutting.

make sure:2	be:4	0	 Make sure there are holes in the center of the base of each pot to allow for good drainage.

make sure:2	shelter:6	0	 Make sure the spot is sheltered from any cold winter winds.

be aware:3	have:8	0	 Just be aware, not all cats have enough energy, interest or training to hunt mice.

know:8	hunter:16	0	 Shelters and adoption agencies often do not know if a cat is a good mouse hunter, and generally do not test for this.

make sure:2	have:6	0	 Make sure the shelter box has no nails or safety hazards.

show:6	lead:16	1	 As an example, research shows that greater diversity within a community or group can lead to improved critical thinking [1] and more creative solutions to complex tasks [2, 3] by pairing together individuals with unique skillsets and perspectives that complement and often augment the abilities of their peers.

believe:11	take:19	1	 In other words, it is critical that economic agents believe that their property rights will not be taken away by other public or private actors [15].

note:11	feel:34	1	 Besides the enjambment types above, Spang (1983) noted that if a subject or direct object and their related verbs occur in two different lines of poetry, this can also feel unusual for a reader, even if the effect is less pronounced than in the environments identified by Quilis.

ensure:37	take:41	1	 For instance, those with an interest in deceiving the general public may set up parallel institutions that ostensibly guarantee expertise, taking advantage of the ways in which these parallel institutions mimic legitimate institutions to ensure that people are taken in.

think:31	speak:35	1	 Such an organization is surely permissible, but it has had the unfortunate (and likely intended) effect of muddying debates in the public forum by misleading people into thinking that the college speaks for the pediatric profession at large.

indicate:7	difficult:9	0	 The controversy surrounding Beall’s decision indicates how difficult it is to make such judgments — even for professionals.

note:18	publish:22	1	 Since conflicts of interest are a reason to discount expertise, it is incumbent on me to note that I have published in Frontiers journals on several occasions.

suggest:16	have:20	1	 With respect to the contributions of digital games to improvement of cognitive processes, researchers suggest that regular practice has a significant influence on improving the performance related to basic visual skills (Li, Polat, Scalzo, & Bavelier, 2010); on the ability to perceive objects simultaneously (Dye & Bavelier, 2010; Feng, Spence, & Pratt, 2007); and on the ability to do more than one task at the same time (Boot, Kramer, Simons, Fabiani, & Gratton, 2008).

suggest:15	word:57	1	 From a systematic comparison of 10 spoken languages from 5 continents we find evidence suggesting that a word like ‘Huh?’ – used as a ‘repair initiator’ when, for example, one has not clearly heard what someone just said [5], [6] – is a universal word.

show:9	great:30	1	 In support of the first claim, we show that the similarities in form and function of an interjection with the specific function of repair initiation are very much greater across languages than chance coincidence would admit.

show:9	meet:13	1	 In support of the second claim, we show that Huh? meets the criteria of a word in the sense of being a conventional lexical sign which must be learnt.

find:36	linguistic:41	1	 Thus, in contrast to what has been presumed for interjections in general [7], [8] and for huh? in particular [9], [10], we find that this item is linguistic in nature rather than being a mere grunt or non-lexical sound.

show:2	calibrate:8	1	 We show that the form is locally calibrated in ways that show it fitting within different language systems.

observe:2	fulfil:6	1	 We observe that this item fulfils a crucial need shared by all languages – the efficient signalling of problems of hearing and understanding – and we propose that its form is constrained by selective pressures in a conversational environment that is essentially the same in all languages.

show:3	possible:7	1	 These examples show that it is possible to identify the same conversational structure in unrelated languages.

find:8	appear:26	1	 By compiling data from published literature we found that in thirty-one languages around the world, the interjection for other-initiated repair appears to be strongly similar (Figure 1).

make sure:25	compare:28	0	 Such alternative (and probably derived) uses provide insight in possible paths of semantic change, but we exclude them here to make sure we are comparing like with like.

find:12	respond:15	1	 however, in the study by Hein and colleagues it was found that children responded more or less frequently based on factors such as stimuli type.

believe:14	produce:20	1	 It is possible that these two children understood the task and really did believe that the puppet did not produce any poor descriptions, and in this regard, are not yet adult-like in their SI interpretations.

say:6	say:14	1	 This is unlikely as they said that even the first training item was said well.

seem:22	necessity:28	1	 In fact, someone’s productivity, particularly at night, depends on the presence of a good lighting and it seems that it is a daily necessity.

check:7	correct:13	1	 It simulates the error of not checking that the coordinate system is correct.

give:20	influential:31	1	 The narrative review considers challenges in replication research and is largely informed by commentaries and metascience from psychology, given that the cognitive and social subdomains of psychology are highly influential in L2 research, and also from education, another key sister discipline.

mean:20	surface:32	1	 In addition, the widely used empirical models decouple the wind effect from SSS and SST effects, which means that the surface emission is due to a perfectly flat sea surface and the wind-roughened sea surface.

show:3	produce:14	1	 We have shown that the addition of an artificial tail during ontogeny can produce postural and locomotory changes in chickens, consistent with the posture and kinematics inferred for non-avian dinosaurs [5], [6], [11].

show:3	affect:16	1	 Our data show that for a given CFL mass, femoral retraction can be greatly affected by the location of the CoM and limb postures.

suggest:8	increase:12	1	 Experimental manipulations of femoral orientation in chickens suggest that torsional loads increase as the femur becomes more horizontal [7] supporting the idea that postural differences could be reflected in differences in limb cross-sectional geometry.

consider:6	fail:20	1	 Maybe this is not surprising considering that a recent study analyzing the relationship between posture and femur cross-sectional properties failed to find differences between birds and non-avian theropods [24], suggesting that simple morphological correlates of limb posture should be used with caution.

suggest:33	use:43	1	 Maybe this is not surprising considering that a recent study analyzing the relationship between posture and femur cross-sectional properties failed to find differences between birds and non-avian theropods [24], suggesting that simple morphological correlates of limb posture should be used with caution.

suggest:22	reduce:26	1	 Longer limbs are expected to experience larger bending and torsional moments, so the fact that experimental animals had longer femora suggests that limb verticalization reduces these moments by orienting the bone more parallel to the GRF line of action.

suggest:2	due:8	1	 We suggest that the different outcomes are due to the distinct rearing and exercising conditions used in each study, in addition to the different artificial tails used.

suggest:2	explain:9	1	 This suggests that their results could be partially explained as a response to the increased loading rather than to the displacement of the CoM.

show:37	recreate:48	1	 It has even been proposed that, due to functional convergence, mammals might be a better system to study bipedal dinosaur locomotion [7], [23], but the results reported here show that important aspects of non-avian theropod locomotion can be experimentally recreated in modern birds.

mean:6	have:10	1	 Nonetheless, this does not mean that tail reduction had no effect on CoM displacement, but that it was not the most important factor.

say:6	more:14	1	 It is no exaggeration to say that HBO’s Game of Thrones is more than just a television series or a successful brand:

forget:13	adaptation:21	1	 Given the volume of content this represents, it is easy to forget that the television series itself is an adaptation of a book series with a pre-existing fandom.

note:21	related:34	1	 To investigate this, Daniel experimented by puncturing the wall of a pipe with a small open ended straw and noted that the height to which the fluid rose up the straw was related to fluid's pressure in the pipe.

